Data from 20250625_urea_1M_1_MAYP1162681_11-25-06-080.txt Node
Date: Thu Jun 26 11:25:06 BST 2025
User: adleo
Spectrometer: MAYP116268
Trigger mode: 0
Integration Time (sec): 1.000000E0
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: true
Boxcar width: 10
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2068
>>>>>Begin Spectral Data<<<<<
179.565	1139.49
179.642	1190.18
179.718	1232.08
179.795	1270.98
179.871	1302.97
179.948	1319.05
180.024	1335.52
180.101	1357.43
180.177	1369.83
180.254	1392.92
180.33	1412.72
180.407	1462.47
180.483	1552.4
180.56	1638.2
180.636	1718.62
180.712	1710.45
180.789	1715.39
180.865	1726.6
180.942	1734.11
181.018	1744.04
181.095	1757.49
181.171	1761.29
181.248	1763.95
181.324	1777.88
181.4	1781.83
181.477	1788.57
181.553	1799.98
181.63	1823.84
181.706	1837.53
181.782	1846.37
181.859	1846.46
181.935	1853.59
182.011	1850.55
182.088	1865.76
182.164	1883.5
182.24	1894.14
182.317	1901.8
182.393	1898.47
182.469	1910.26
182.546	1922.43
182.622	1926.32
182.698	1920.43
182.775	1935.36
182.851	1947.96
182.927	1941.06
183.003	1939.21
183.08	1935.79
183.156	1945.77
183.232	1939.68
183.308	1931.84
183.385	1940.54
183.461	1953.52
183.537	1952.47
183.613	1962.98
183.69	1956.42
183.766	1947.24
183.842	1955.84
183.918	1962.12
183.995	1975.15
184.071	1982.04
184.147	1975.67
184.223	1963.69
184.299	1975.34
184.375	1961.27
184.452	1967.55
184.528	2019.01
184.604	2028
184.68	2041.88
184.756	2048.68
184.832	2054.01
184.908	2056.67
184.985	2056.86
185.061	2043.03
185.137	2049.64
185.213	2041.6
185.289	2044.64
185.365	2035.99
185.441	2032.71
185.517	2044.74
185.593	2040.32
185.669	2037.56
185.745	2049.45
185.822	2065.09
185.898	2057.53
185.974	2066.47
186.05	2058.19
186.126	2020.04
186.202	2012.48
186.278	2004.02
186.354	1994.89
186.43	2000.26
186.506	2000.93
186.582	1997.46
186.658	2003.87
186.734	1987.47
186.81	1986.33
186.886	1987.81
186.962	2001.55
187.038	1998.98
187.114	1990.37
187.19	1998.02
187.266	1987.04
187.341	1989.13
187.417	1982.53
187.493	1982.81
187.569	1987.57
187.645	1980.48
187.721	1969.59
187.797	1978.72
187.873	1987.38
187.949	1980.48
188.025	1975.58
188.101	1973.87
188.176	1978.96
188.252	1975.82
188.328	1984.42
188.404	1984.23
188.48	1979.72
188.556	1971.49
188.632	1972.01
188.707	1971.54
188.783	1972.54
188.859	1968.59
188.935	1957.41
189.011	1968.83
189.086	1965.21
189.162	1956.32
189.238	1957.94
189.314	1955.7
189.39	1952.66
189.465	1945.48
189.541	1962.07
189.617	1947.48
189.693	1945.81
189.768	1952
189.844	1973.69
189.92	1964.8
189.996	1974.69
190.071	1982.77
190.147	1982.68
190.223	1989.57
190.298	1984.34
190.374	1971.17
190.45	1983.15
190.526	1990.52
190.601	1982.34
190.677	1982.34
190.753	2009.51
190.828	2011.89
190.904	2025.82
190.98	2039.71
191.055	2048.08
191.131	2039
191.207	2056.59
191.282	2066
191.358	2055.21
191.433	2043.22
191.509	2054.48
191.585	2049.11
191.66	2049.4
191.736	2057.38
191.811	2051.58
191.887	2067.19
191.963	2088.78
192.038	2093.44
192.114	2093.58
192.189	2098.57
192.265	2095.01
192.34	2070.98
192.416	2071.12
192.491	2069.36
192.567	2070.08
192.642	2072.12
192.718	2075.12
192.793	2066.08
192.869	2060.09
192.944	2062.37
193.02	2068.46
193.095	2073.45
193.171	2082.21
193.246	2084.01
193.322	2080.21
